path,label,low_frac,high_frac,mean_flatness,high_flat_frame_frac,peak_count,rhythmic,freq_unnatural,noise_like,too_short
quiet_horizon/dsp_dataset\anthro\home_improvement\mixed\250708_0524_19_36_15~1.wav,1,0.7837142014503029,1.2969152782868326e-08,2.5452364660338844e-09,0.0,1,0,1,0,0
quiet_horizon/dsp_dataset\anthro\home_improvement\mixed\250708_0524_19_36_15~2.wav,1,0.8936597419665137,1.638315836033385e-07,6.354831771915315e-09,0.0,0,0,1,0,0
quiet_horizon/dsp_dataset\anthro\home_improvement\mixed\250708_0524_19_36_20.wav,1,0.8591760843034518,6.546447872150396e-08,2.3255418923895377e-08,0.0,1,0,1,0,0
quiet_horizon/dsp_dataset\anthro\home_improvement\mixed\250708_0524_19_36_30.wav,1,0.8335761277068374,1.7854695167146185e-08,1.994751386291682e-08,0.0,1,0,1,0,0
quiet_horizon/dsp_dataset\anthro\home_improvement\mixed\250708_0524_19_36_40.wav,1,0.7431087061580595,3.304073415833778e-08,4.58038185158216e-09,0.0,1,0,1,0,0
quiet_horizon/dsp_dataset\anthro\home_improvement\mixed\250708_0524_19_36_45.wav,1,0.8449938452789303,1.4860400605702945e-07,5.43596767599297e-09,0.0,0,0,1,0,0
quiet_horizon/dsp_dataset\anthro\home_improvement\mixed\250708_0524_19_36_50~1.wav,1,0.7930314886133272,3.658561886153365e-07,1.658133541582174e-08,0.0,1,0,1,0,0
quiet_horizon/dsp_dataset\anthro\home_improvement\mixed\250708_0524_19_36_55~1.wav,1,0.7852880687004058,6.17916827239179e-08,2.086308015236682e-08,0.0,1,0,1,0,0
quiet_horizon/dsp_dataset\anthro\home_improvement\mixed\250708_0524_19_36_55~2.wav,1,0.7375094445884948,1.33265418744719e-07,3.2471874078510155e-08,0.0,1,0,1,0,0
quiet_horizon/dsp_dataset\anthro\home_improvement\mixed\250708_0524_19_37_20~1.wav,1,0.906285319757219,6.429986234811612e-08,3.978112417257762e-08,0.0,0,0,1,0,0
quiet_horizon/dsp_dataset\anthro\home_improvement\mixed\250708_0524_19_37_20~2.wav,1,0.8380567882215402,7.69856193371005e-08,1.0249025628183972e-08,0.0,0,0,1,0,0
quiet_horizon/dsp_dataset\anthro\home_improvement\mixed\250708_0524_19_37_25.wav,1,0.8020212384936203,1.1626201266386758e-07,7.344759911376286e-09,0.0,0,0,1,0,0
quiet_horizon/dsp_dataset\anthro\home_improvement\mixed\250708_0524_19_37_30~1.wav,1,0.7740934362347,6.999827568364051e-07,2.4774688966999747e-08,0.0,1,0,1,0,0
quiet_horizon/dsp_dataset\anthro\home_improvement\mixed\250708_0524_19_37_30~2.wav,1,0.8820115179120264,1.2939805026327388e-07,1.187584786066509e-08,0.0,0,0,1,0,0
quiet_horizon/dsp_dataset\anthro\home_improvement\mixed\250708_0524_19_39_35.wav,1,0.6757627607187353,5.5178243223577054e-08,4.2327716442969177e-08,0.0,1,0,1,0,0
quiet_horizon/dsp_dataset\anthro\home_improvement\mixed\250708_0524_19_40_50~1.wav,1,0.8051597761762501,3.398390778469264e-07,2.412681432417685e-08,0.0,0,0,1,0,0
quiet_horizon/dsp_dataset\anthro\home_improvement\mixed\250708_0524_19_40_50~2.wav,1,0.8175865090231458,2.306142078759806e-07,9.810049661496123e-09,0.0,0,0,1,0,0
quiet_horizon/dsp_dataset\anthro\home_improvement\mixed\250708_0524_19_40_55~1.wav,1,0.8164283916755543,1.2556397956086056e-07,1.1038873815039096e-08,0.0,1,0,1,0,0
quiet_horizon/dsp_dataset\anthro\home_improvement\mixed\250708_0524_19_40_55~2.wav,1,0.8312107925735902,2.2842788474255222e-07,1.7233100280122926e-08,0.0,1,0,1,0,0
quiet_horizon/dsp_dataset\anthro\home_improvement\mixed\250708_0524_19_41_10~1.wav,1,0.8876043574049878,7.843012399265819e-07,2.4161472822470387e-08,0.0,1,0,1,0,0
quiet_horizon/dsp_dataset\anthro\home_improvement\mixed\250708_0524_19_41_10~2.wav,1,0.9325490158311647,1.1204051237636868e-07,9.977020987150809e-09,0.0,0,0,1,0,0
quiet_horizon/dsp_dataset\anthro\home_improvement\mixed\250708_0524_19_41_20~1.wav,1,0.8939273153175157,1.3247469960089845e-07,2.8685583686183236e-08,0.0,1,0,1,0,0
quiet_horizon/dsp_dataset\anthro\home_improvement\mixed\250708_0524_19_41_20~2.wav,1,0.9273309063725846,9.999378245701057e-08,1.0881545442487095e-08,0.0,0,0,1,0,0
quiet_horizon/dsp_dataset\anthro\home_improvement\mixed\250708_0524_19_41_30~1.wav,1,0.8306835027549314,3.5679322178341233e-08,6.944151778043306e-07,0.0,1,0,1,0,0
quiet_horizon/dsp_dataset\anthro\home_improvement\mixed\250708_0524_19_41_30~2.wav,1,0.8835978814597828,4.495953600592319e-08,3.4168412099688794e-08,0.0,1,0,1,0,0
quiet_horizon/dsp_dataset\anthro\home_improvement\mixed\250708_0524_19_41_50.wav,1,0.9383896152157395,3.099582601438081e-07,3.2042226649764416e-08,0.0,0,0,1,0,0
quiet_horizon/dsp_dataset\anthro\home_improvement\mixed\250708_0524_19_44_05~1.wav,1,0.8855051866964718,2.0588364796747314e-09,5.969378946701909e-08,0.0,1,0,1,0,0
quiet_horizon/dsp_dataset\anthro\home_improvement\mixed\250708_0524_19_44_05~2.wav,1,0.8745576374257434,4.4587755842946496e-08,7.64415588605516e-08,0.0,0,0,1,0,0
quiet_horizon/dsp_dataset\anthro\home_improvement\mixed\250708_0524_19_45_25~1.wav,1,0.9339579678987469,4.292645147780384e-08,2.011583966066155e-08,0.0,0,0,1,0,0
quiet_horizon/dsp_dataset\anthro\home_improvement\mixed\250708_0524_19_45_25~2.wav,1,0.9247035882695619,4.3975371663083706e-08,1.7466637913798877e-08,0.0,0,0,1,0,0
quiet_horizon/dsp_dataset\anthro\home_improvement\mixed\250708_0524_19_45_30~1.wav,1,0.89678407671662,3.2978467107691285e-08,3.028715411801386e-08,0.0,0,0,1,0,0
quiet_horizon/dsp_dataset\anthro\home_improvement\mixed\250708_0524_19_45_30~2.wav,1,0.8637357221201997,3.7799245240251346e-07,5.820949766643935e-08,0.0,0,0,1,0,0
quiet_horizon/dsp_dataset\anthro\home_improvement\mixed\250708_0524_19_46_25~1.wav,1,0.7649188457288878,9.621144581694522e-09,4.6672344211629024e-08,0.0,1,0,1,0,0
quiet_horizon/dsp_dataset\anthro\home_improvement\mixed\250708_0524_19_46_25~2.wav,1,0.6998848500259203,4.935256862391797e-08,5.1875804985002105e-08,0.0,1,0,1,0,0
quiet_horizon/dsp_dataset\anthro\home_improvement\mixed\250708_0524_19_46_30.wav,1,0.6313118308782608,1.4700003288228264e-07,4.6736264636138e-08,0.0,1,0,1,0,0
quiet_horizon/dsp_dataset\anthro\home_improvement\mixed\250708_0524_19_46_35.wav,1,0.657456219755517,3.4653690083942475e-07,1.29505508539296e-07,0.0,1,0,1,0,0
quiet_horizon/dsp_dataset\anthro\home_improvement\mixed\250708_0524_19_46_40.wav,1,0.7044912690135757,1.4846820624088897e-08,6.9679759739926794e-09,0.0,1,0,1,0,0
quiet_horizon/dsp_dataset\anthro\home_improvement\mixed\250708_0524_19_46_45.wav,1,0.8126642588947198,9.459478596126493e-08,2.3375887892029823e-08,0.0,1,0,1,0,0
quiet_horizon/dsp_dataset\anthro\home_improvement\mixed\250708_0524_19_46_50.wav,1,0.7773920965114256,2.860692661507179e-07,1.799475235486625e-08,0.0,1,0,1,0,0
quiet_horizon/dsp_dataset\anthro\home_improvement\mixed\250708_0524_19_47_20~2.wav,1,0.6886878027342455,1.5727566393960405e-08,6.258782292434262e-08,0.0,1,0,1,0,0
quiet_horizon/dsp_dataset\anthro\home_improvement\mixed\250708_0524_19_47_35.wav,1,0.7831024328302857,1.3322551426947688e-07,6.796421558874499e-08,0.0,1,0,1,0,0
quiet_horizon/dsp_dataset\anthro\home_improvement\mixed\250708_0524_19_47_40~1.wav,1,0.6886071732353362,6.937351124764277e-08,7.787397038327981e-08,0.0,1,0,1,0,0
quiet_horizon/dsp_dataset\anthro\home_improvement\mixed\250708_0524_19_47_40~2.wav,1,0.8336542988311648,5.567417211959568e-07,8.209642032852571e-08,0.0,1,0,1,0,0
quiet_horizon/dsp_dataset\anthro\home_improvement\mixed\250708_0524_19_47_45~1.wav,1,0.8250461490581185,1.6245103179858736e-07,2.875505877852902e-08,0.0,1,0,1,0,0
quiet_horizon/dsp_dataset\anthro\home_improvement\mixed\250708_0524_19_47_45~2.wav,1,0.8697573288163171,1.3921633942093165e-07,2.880934957261161e-08,0.0,1,0,1,0,0
quiet_horizon/dsp_dataset\anthro\home_improvement\mixed\250708_0524_19_47_50.wav,1,0.7544585900012568,5.374283512771332e-09,5.118162960116024e-08,0.0,1,0,1,0,0
quiet_horizon/dsp_dataset\anthro\home_improvement\mixed\250708_0524_19_47_55~1.wav,1,0.7841953338190185,3.860038066548065e-08,5.679784464973636e-08,0.0,1,0,1,0,0
quiet_horizon/dsp_dataset\anthro\home_improvement\mixed\250708_0524_19_47_55~2.wav,1,0.6941500390110552,2.0438310892631992e-07,6.867769286600378e-08,0.0,1,0,1,0,0
quiet_horizon/dsp_dataset\anthro\home_improvement\mixed\250708_0524_19_48_05~2.wav,1,0.732243401091092,2.2334885907310595e-07,6.084956538643382e-08,0.0,1,0,1,0,0
quiet_horizon/dsp_dataset\anthro\home_improvement\mixed\250708_0524_19_48_10~2.wav,1,0.7512029169611448,2.990757300534703e-07,2.2196685378617076e-08,0.0,1,0,1,0,0
quiet_horizon/dsp_dataset\anthro\home_improvement\mixed\250708_0524_19_49_20~2.wav,1,0.8906173883220774,2.1485383688768747e-07,6.9315513329115674e-09,0.0,0,0,1,0,0
quiet_horizon/dsp_dataset\anthro\home_improvement\mixed\250708_0524_19_50_00~2.wav,1,0.7550635344153108,7.130937796120974e-07,3.525452285657593e-08,0.0,1,0,1,0,0
quiet_horizon/dsp_dataset\anthro\home_improvement\mixed\250708_0524_19_50_05~1.wav,1,0.7498086254154989,5.0822851061065444e-08,1.7346089009606658e-08,0.0,1,0,1,0,0
quiet_horizon/dsp_dataset\anthro\home_improvement\mixed\250708_0524_19_50_20~2.wav,1,0.850567746308767,1.9423217345135724e-07,2.2953237532874482e-08,0.0,1,0,1,0,0
quiet_horizon/dsp_dataset\anthro\home_improvement\mixed\250708_0524_19_50_25~1.wav,1,0.7916850581405492,3.712219959447527e-08,1.0066075084580461e-08,0.0,1,0,1,0,0
quiet_horizon/dsp_dataset\anthro\home_improvement\mixed\250708_0524_19_50_25~2.wav,1,0.8648534197287491,3.7607787840834574e-07,1.5556137711314477e-08,0.0,0,0,1,0,0
quiet_horizon/dsp_dataset\anthro\home_improvement\mixed\250708_0524_19_50_30~2.wav,1,0.8509087602748344,3.825258808889416e-07,1.0664149563410774e-08,0.0,1,0,1,0,0
quiet_horizon/dsp_dataset\anthro\home_improvement\mixed\250708_0524_19_50_35~1.wav,1,0.757276382864552,4.807128193443353e-07,5.736971431247184e-08,0.0,1,0,1,0,0
quiet_horizon/dsp_dataset\anthro\home_improvement\mixed\250708_0524_19_50_40~1.wav,1,0.7812762459467493,7.524823661639561e-08,4.485626092787243e-08,0.0,1,0,1,0,0
quiet_horizon/dsp_dataset\anthro\home_improvement\mixed\250708_0524_19_50_40~2.wav,1,0.6450063959626022,8.059770775750254e-08,3.664071712705663e-08,0.0,12,1,1,0,0
quiet_horizon/dsp_dataset\anthro\home_improvement\mixed\250708_0524_19_51_05~1.wav,1,0.884898835779532,5.4045237696744975e-08,2.1105549308231275e-08,0.0,0,0,1,0,0
quiet_horizon/dsp_dataset\anthro\home_improvement\mixed\250708_0524_19_51_05~2.wav,1,0.7840337052449184,1.7235338461547317e-07,1.743511823804056e-08,0.0,2,1,1,0,0
quiet_horizon/dsp_dataset\anthro\home_improvement\mixed\250708_0524_19_51_15~1.wav,1,0.846323857041679,1.231339700704613e-08,1.1294510215975606e-08,0.0,1,0,1,0,0
quiet_horizon/dsp_dataset\anthro\home_improvement\mixed\250708_0524_19_51_25.wav,1,0.7817149459780172,3.1131252791403314e-08,3.419514271740809e-08,0.0,1,0,1,0,0
quiet_horizon/dsp_dataset\anthro\home_improvement\mixed\250708_0524_19_51_35~1.wav,1,0.890679612667237,1.9440735975663855e-07,1.9437527143395528e-08,0.0,0,0,1,0,0
quiet_horizon/dsp_dataset\anthro\home_improvement\mixed\250708_0524_19_51_35~2.wav,1,0.9317073980771021,1.0085651107505068e-07,5.671365599368983e-09,0.0,0,0,1,0,0
quiet_horizon/dsp_dataset\anthro\home_improvement\mixed\250708_0524_19_51_40~1.wav,1,0.8224842427283137,4.79674523500255e-08,1.2293638107507832e-08,0.0,1,0,1,0,0
quiet_horizon/dsp_dataset\anthro\home_improvement\mixed\250708_0524_19_51_40~2.wav,1,0.858376095366303,5.160504547380587e-07,3.476870347185468e-08,0.0,1,0,1,0,0
quiet_horizon/dsp_dataset\anthro\home_improvement\mixed\250708_0524_19_51_45~2.wav,1,0.799933124075792,1.0306511890654235e-08,1.9894644154305752e-08,0.0,1,0,1,0,0
quiet_horizon/dsp_dataset\anthro\home_improvement\mixed\250708_0524_19_51_50~1.wav,1,0.8201267670932398,8.118972995931324e-08,1.5851229662189326e-08,0.0,1,0,1,0,0
quiet_horizon/dsp_dataset\anthro\home_improvement\mixed\250708_0524_19_51_55.wav,1,0.7811552455078338,1.4437161949399754e-07,2.6717502876749677e-08,0.0,1,0,1,0,0
quiet_horizon/dsp_dataset\anthro\home_improvement\mixed\250708_0524_19_52_00~1.wav,1,0.823016906164721,1.1341061409518435e-07,1.3635832019076588e-08,0.0,1,0,1,0,0
quiet_horizon/dsp_dataset\anthro\home_improvement\mixed\250708_0524_19_52_00~2.wav,1,0.8854717801552932,1.6927629550600388e-07,1.4489986099874841e-08,0.0,0,0,1,0,0
quiet_horizon/dsp_dataset\anthro\home_improvement\mixed\250708_0524_19_52_05.wav,1,0.7993441454607784,1.6468203579439373e-07,2.9031767212472914e-08,0.0,1,0,1,0,0
quiet_horizon/dsp_dataset\anthro\home_improvement\mixed\250708_0524_19_52_25~1.wav,1,0.4484935239796104,7.107532833825836e-08,1.3522424069378758e-08,0.0,5,1,1,0,0
quiet_horizon/dsp_dataset\anthro\home_improvement\mixed\250708_0524_19_52_25~2.wav,1,0.5494057782878576,4.3543702587667284e-08,7.170044113991025e-08,0.0,4,1,1,0,0
quiet_horizon/dsp_dataset\anthro\home_improvement\mixed\250708_0524_19_52_30~1.wav,1,0.578907031625694,5.814285237047027e-07,5.9241852312652554e-08,0.0,2,1,1,0,0
quiet_horizon/dsp_dataset\anthro\home_improvement\mixed\250708_0524_19_52_30~2.wav,1,0.43433079024131166,2.9505779321217666e-07,7.23735880114873e-08,0.0,9,1,1,0,0
quiet_horizon/dsp_dataset\anthro\home_improvement\mixed\250708_0524_19_52_35.wav,1,0.4320384326444614,1.894164950390478e-07,2.074605554014397e-08,0.0,9,1,1,0,0
quiet_horizon/dsp_dataset\anthro\home_improvement\mixed\250708_0524_19_52_40~1.wav,1,0.3901561716275547,1.9493733737793144e-07,7.102832455530006e-08,0.0,19,1,1,0,0
quiet_horizon/dsp_dataset\anthro\home_improvement\mixed\250708_0524_19_52_40~2.wav,1,0.2770545514474966,2.5840014624362995e-07,2.0450245941106004e-09,0.0,166,1,0,0,0
quiet_horizon/dsp_dataset\anthro\home_improvement\mixed\250708_0524_19_52_45~1.wav,1,0.36784861875142194,2.6664075421536516e-07,1.7527038709275189e-09,0.0,37,1,1,0,0
quiet_horizon/dsp_dataset\anthro\home_improvement\mixed\250708_0524_19_52_45~2.wav,1,0.27437443572039855,1.8243262424703512e-09,5.3687765344534455e-09,0.0,87,1,0,0,0
quiet_horizon/dsp_dataset\anthro\home_improvement\mixed\250708_0524_19_53_00~1.wav,1,0.6863213150991803,2.3100675931134213e-06,6.455313155129261e-07,0.0,1,0,1,0,0
quiet_horizon/dsp_dataset\anthro\home_improvement\mixed\250708_0524_19_54_00~2.wav,1,0.4469336330192406,4.0895594948673216e-08,3.0108100190773257e-07,0.0,9,1,1,0,0
quiet_horizon/dsp_dataset\anthro\home_improvement\mixed\250708_0524_19_54_15.wav,1,0.4036672194711471,5.110194284421623e-08,3.831679009635991e-07,0.0,5,1,1,0,0
quiet_horizon/dsp_dataset\anthro\home_improvement\mixed\250708_0524_19_54_35~1.wav,1,0.8000785557913582,4.657240694670552e-09,2.5142297133129432e-08,0.0,1,0,1,0,0
quiet_horizon/dsp_dataset\anthro\home_improvement\mixed\250708_0524_20_25_20~1.wav,1,0.9241439734248864,6.800928781964187e-08,1.7745525049406297e-09,0.0,0,0,1,0,0
quiet_horizon/dsp_dataset\anthro\home_improvement\mixed\250708_0524_20_25_25~1.wav,1,0.7836505467890916,5.957404039524061e-08,7.48748674173072e-10,0.0,0,0,1,0,0
quiet_horizon/dsp_dataset\anthro\home_improvement\mixed\250708_0524_20_25_25~2.wav,1,0.8309393895293782,2.418020927754074e-07,4.420761090528913e-09,0.0,1,0,1,0,0
quiet_horizon/dsp_dataset\anthro\home_improvement\pure\240916_0319_19_09_24.wav,1,0.532964470528966,1.0734249631191001e-08,1.701876385595824e-06,0.0,4,1,1,0,0
quiet_horizon/dsp_dataset\anthro\home_improvement\pure\240916_0319_19_09_49.wav,1,0.7549071248158963,1.0379104499600241e-07,1.057373424373509e-06,0.0,2,1,1,0,0
quiet_horizon/dsp_dataset\anthro\home_improvement\pure\240916_0319_19_10_04~1.wav,1,0.6237269959774776,1.8714778385805627e-07,1.4566786603609216e-06,0.0,3,1,1,0,0
quiet_horizon/dsp_dataset\anthro\home_improvement\pure\240916_0319_19_10_49.wav,1,0.7407226403057668,3.559552757714787e-08,3.427239221309719e-07,0.0,2,1,1,0,0
quiet_horizon/dsp_dataset\anthro\home_improvement\pure\240916_0319_19_12_29.wav,1,0.7236359416288443,3.2639449612557975e-08,5.800390567856084e-07,0.0,2,1,1,0,0
quiet_horizon/dsp_dataset\anthro\home_improvement\pure\240916_0319_19_13_44.wav,1,0.6173508918938677,1.677839706472594e-08,1.1734489362424938e-06,0.0,5,1,1,0,0
quiet_horizon/dsp_dataset\anthro\home_improvement\pure\240916_0319_19_19_49.wav,1,0.5738884456064104,1.0445415319304764e-07,1.382509140057664e-06,0.0,1,0,1,0,0
quiet_horizon/dsp_dataset\anthro\home_improvement\pure\240916_0319_19_20_19.wav,1,0.7261973324105391,1.2977451349067487e-07,3.844567402211396e-07,0.0,1,0,1,0,0
